# Constructed from biom file
#OTU ID	E1	E3	E4	E5	NS1	NS2	NS3	NS4	NS5	NS6	QS1	QS2	QS3	QS4	QS5	QS6	QS7	QS8	S1	S10	S14	S2	S3	S5	S6	S8	S9
EC:1.4.1.21	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.1.23	107.0	0.0	0.0	16.0	236.0	188.0	77.0	0.0	355.0	315.0	379.0	227.0	196.0	204.0	51.0	38.0	123.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.4.1.24	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.1.3	99.0	34.0	25.0	53.0	219.0	188.0	77.0	8.0	318.0	315.0	379.0	227.0	196.0	204.0	51.0	38.0	123.0	381.0	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.4.1.4	99.0	12.0	0.0	0.0	219.0	212.0	98.5	0.0	308.5	350.0	350.0	233.0	197.75	214.0	51.0	50.25	159.0	359.5	6.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.4.3.16	107.0	0.0	0.0	16.0	236.0	199.5	89.5	0.0	365.0	357.0	400.5	227.0	205.75	208.0	51.0	44.75	145.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
EC:1.4.3.19	107.0	0.0	0.0	16.0	236.0	199.5	89.5	0.0	355.0	350.0	400.5	227.0	205.75	208.0	51.0	44.75	145.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.4.3.4	8.0	0.0	0.0	16.0	17.0	0.0	0.0	0.0	63.0	0.0	63.0	40.0	8.0	6.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.3.5	129.0	0.0	0.0	16.0	236.0	219.0	77.0	0.0	365.0	322.0	387.0	252.0	216.0	210.0	51.0	38.0	123.0	387.0	0.0	0.0	57.0	71.0	1.0	0.0	0.0	0.0	0.0
EC:1.4.4.2	107.0	0.0	0.0	16.0	236.0	200.5	86.0	0.0	381.5	322.0	398.0	254.0	205.75	214.0	51.0	50.25	144.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.4.7.1	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:1.5.1.2	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.5.1.20	206.0	0.0	0.0	32.0	455.0	400.0	175.5	0.0	689.5	665.0	792.0	481.0	401.75	418.0	102.0	88.25	282.0	767.5	0.0	0.0	114.0	92.0	2.0	0.0	6.0	0.0	0.0
EC:1.5.1.3	0.0	46.0	25.0	37.0	0.0	24.0	21.5	8.0	26.5	35.0	34.0	27.0	9.75	10.0	0.0	12.25	36.0	5.5	6.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:1.5.1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.38	214.0	12.0	0.0	32.0	472.0	387.5	166.5	0.0	710.0	658.0	786.0	454.0	411.5	416.0	102.0	89.5	275.0	762.0	6.0	0.0	114.0	92.0	2.0	0.0	0.0	0.0	0.0
EC:1.5.1.5	129.0	46.0	25.0	53.0	236.0	243.0	98.5	8.0	381.5	350.0	421.0	260.0	225.75	214.0	51.0	50.25	159.0	392.5	6.0	12.0	57.0	71.0	1.0	0.0	12.0	0.0	0.0
EC:1.5.3.1	30.0	0.0	0.0	16.0	17.0	31.0	0.0	0.0	63.0	0.0	71.0	27.0	28.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	25.0	0.0	0.0	6.0	0.0	0.0
EC:1.5.5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.5.2	0.0	0.0	0.0	0.0	0.0	24.0	21.5	0.0	26.5	35.0	27.5	27.0	0.0	6.0	0.0	5.5	29.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.98.1	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.98.2	58.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.99.15	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.6.1.1	22.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
EC:1.6.1.2	321.0	0.0	0.0	48.0	708.0	587.0	256.0	0.0	1095.0	1015.0	1167.0	719.0	588.0	624.0	153.0	114.0	399.0	1143.0	0.0	0.0	171.0	138.0	3.0	0.0	0.0	0.0	0.0
EC:1.6.3.3	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.6.5.2	206.0	34.0	25.0	32.0	455.0	376.0	154.0	0.0	673.0	637.0	758.0	454.0	392.0	408.0	102.0	76.0	246.0	762.0	0.0	0.0	114.0	92.0	2.0	0.0	0.0	0.0	0.0
EC:1.6.5.3	1070.0	68.0	50.0	234.0	2360.0	1880.0	770.0	8.0	3650.0	3220.0	3790.0	2460.0	1960.0	2100.0	510.0	380.0	1230.0	3810.0	0.0	12.0	570.0	460.0	10.0	0.0	66.0	0.0	0.0
EC:1.6.5.5	420.0	0.0	0.0	64.0	927.0	763.5	320.5	0.0	1383.0	1288.0	1531.0	908.0	784.0	816.0	204.0	152.0	507.0	1524.0	0.0	0.0	228.0	184.0	4.0	0.0	0.0	0.0	0.0
EC:1.6.99.3	214.0	12.0	0.0	32.0	472.0	400.0	175.5	0.0	746.5	658.0	792.0	481.0	401.75	418.0	102.0	88.25	282.0	767.5	6.0	0.0	114.0	92.0	2.0	0.0	6.0	0.0	0.0
EC:1.7.1.13	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:1.7.1.15	60.0	0.0	0.0	32.0	34.0	62.0	0.0	0.0	146.0	0.0	142.0	54.0	56.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0
EC:1.7.1.7	0.0	46.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:1.7.2.1	77.0	0.0	0.0	0.0	219.0	181.0	98.5	0.0	308.5	357.0	335.5	227.0	168.0	210.0	51.0	43.5	152.0	353.5	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
EC:1.7.2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.7.2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.7.2.5	0.0	34.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.7.3.3	30.0	0.0	0.0	16.0	17.0	31.0	0.0	0.0	63.0	0.0	71.0	27.0	28.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
EC:1.7.7.1	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:1.7.99.1	36.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:1.7.99.4	222.0	102.0	75.0	143.0	489.0	413.5	181.0	24.0	826.5	630.0	815.0	535.0	421.25	438.0	102.0	112.75	309.0	778.5	0.0	36.0	114.0	92.0	2.0	0.0	18.0	0.0	0.0
EC:1.8.1.15	77.0	0.0	0.0	16.0	219.0	181.0	98.5	0.0	324.5	343.0	405.0	248.0	185.75	214.0	51.0	50.25	159.0	380.5	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
EC:1.8.1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.1.4	357.0	58.0	25.0	101.0	708.0	612.0	274.0	8.0	1144.0	1022.0	1268.0	775.0	615.5	638.0	153.0	138.5	441.0	1181.0	12.0	12.0	171.0	138.0	3.0	0.0	12.0	0.0	0.0
EC:1.8.1.7	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.1.9	357.0	24.0	0.0	32.0	708.0	588.0	252.5	8.0	1085.5	980.0	1108.0	687.0	589.75	622.0	153.0	126.25	405.0	1121.5	12.0	12.0	171.0	138.0	3.0	0.0	18.0	0.0	0.0
EC:1.8.4.11	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.8.4.12	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.8.4.8	107.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	406.5	235.0	196.0	204.0	51.0	43.5	152.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.8.5.2	30.0	0.0	0.0	0.0	17.0	31.0	0.0	0.0	47.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.7.1	107.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	371.5	343.0	406.5	254.0	196.0	210.0	51.0	43.5	152.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.8.98.1	216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.9.3.1	406.0	0.0	0.0	64.0	944.0	793.0	372.5	0.0	1519.5	1351.0	1610.0	926.0	793.25	828.0	204.0	188.75	600.0	1534.5	0.0	0.0	228.0	159.0	4.0	0.0	6.0	0.0	0.0
EC:1.97.1.4	72.0	92.0	50.0	74.0	0.0	24.0	21.5	16.0	16.5	42.0	40.5	27.0	19.5	14.0	0.0	19.0	43.0	5.5	12.0	24.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
EC:1.97.1.9	0.0	34.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.10	0.0	34.0	25.0	53.0	0.0	0.0	0.0	0.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.104	85.0	0.0	0.0	0.0	236.0	157.0	77.0	0.0	339.0	315.0	308.0	200.0	168.0	204.0	51.0	38.0	123.0	348.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
EC:2.1.1.107	272.0	34.0	25.0	106.0	472.0	455.0	197.0	8.0	763.0	700.0	834.0	514.0	431.5	428.0	102.0	100.5	318.0	779.0	0.0	12.0	114.0	117.0	2.0	0.0	12.0	0.0	0.0
EC:2.1.1.13	107.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.130	143.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
EC:2.1.1.131	143.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
EC:2.1.1.132	107.0	34.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:2.1.1.133	143.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
EC:2.1.1.14	220.0	12.0	0.0	32.0	455.0	356.5	166.5	8.0	673.0	665.0	765.0	448.0	372.0	408.0	102.0	76.0	261.0	756.0	6.0	12.0	114.0	67.0	2.0	0.0	6.0	0.0	0.0
EC:2.1.1.144	107.0	0.0	0.0	16.0	236.0	188.0	77.0	0.0	355.0	315.0	379.0	227.0	196.0	204.0	51.0	38.0	123.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:2.1.1.148	107.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	371.5	343.0	413.0	235.0	205.75	208.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
EC:2.1.1.151	36.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:2.1.1.152	0.0	0.0	0.0	0.0	0.0	24.0	21.5	0.0	16.5	28.0	34.0	8.0	9.75	4.0	0.0	12.25	36.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.157	22.0	0.0	0.0	16.0	0.0	31.0	0.0	0.0	16.0	0.0	71.0	27.0	28.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.163	107.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.166	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.170	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.171	107.0	34.0	25.0	16.0	236.0	212.0	98.5	0.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:2.1.1.172	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.176	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	391.5	357.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.177	0.0	46.0	25.0	37.0	0.0	0.0	0.0	8.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:2.1.1.182	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.184	107.0	0.0	0.0	16.0	236.0	188.0	77.0	0.0	355.0	315.0	379.0	227.0	196.0	204.0	51.0	38.0	123.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:2.1.1.185	184.0	46.0	25.0	69.0	455.0	369.0	175.5	8.0	689.5	665.0	784.0	475.0	381.75	418.0	102.0	88.25	282.0	761.5	6.0	12.0	114.0	67.0	2.0	0.0	12.0	0.0	0.0
EC:2.1.1.187	8.0	12.0	0.0	16.0	17.0	24.0	21.5	0.0	79.5	28.0	97.0	48.0	17.75	10.0	0.0	12.25	36.0	32.5	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.190	0.0	46.0	25.0	37.0	0.0	0.0	0.0	8.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
EC:2.1.1.191	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
EC:2.1.1.192	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.193	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.195	36.0	34.0	25.0	53.0	0.0	0.0	0.0	8.0	26.0	0.0	63.0	40.0	8.0	6.0	0.0	0.0	0.0	27.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:2.1.1.196	36.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:2.1.1.197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.198	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	391.5	357.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.199	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.201	107.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.206	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.207	99.0	46.0	25.0	53.0	219.0	212.0	98.5	8.0	334.5	350.0	413.0	235.0	205.75	208.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
EC:2.1.1.213	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.215	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.216	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.217	0.0	46.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:2.1.1.219	143.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:2.1.1.220	143.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:2.1.1.222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.226	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.227	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.228	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.245	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.271	143.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
EC:2.1.1.289	36.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:2.1.1.297	335.0	46.0	25.0	85.0	708.0	557.0	252.5	8.0	1091.5	980.0	1163.0	702.0	577.75	622.0	153.0	126.25	405.0	1142.5	6.0	12.0	171.0	113.0	3.0	0.0	12.0	0.0	0.0
EC:2.1.1.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.33	85.0	46.0	25.0	53.0	236.0	181.0	98.5	8.0	381.5	350.0	405.0	248.0	185.75	214.0	51.0	50.25	159.0	380.5	6.0	12.0	57.0	21.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.37	107.0	80.0	0.0	37.0	236.0	188.0	77.0	16.0	349.0	315.0	316.0	225.0	188.0	210.0	51.0	38.0	123.0	354.0	6.0	24.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:2.1.1.44	8.0	0.0	0.0	16.0	17.0	0.0	0.0	0.0	63.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
